GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,SCSAA,SMSAA,URB_AREAA,BLOCKA,CDA,AREANAME,C1K001
"G3001030","1970","Montana","30","Treasure","103",,,,,,,,,"Treasure",2357650
"G3001050","1970","Montana","30","Valley","105",,,,,,,,,"Valley",26071250
"G3001070","1970","Montana","30","Wheatland","107",,,,,,,,,"Wheatland",5499450
"G3001090","1970","Montana","30","Wibaux","109",,,,,"3040",,,,"Wibaux",2951700
"G3001110","1970","Montana","30","Yellowstone","111",,,,,"0880",,,,"Yellowstone",219514150
"G3001130","1970","Montana","30","Yellowstone National Park","113",,,,,"0880",,,,"Yellowstone National Park",106500
"G3100010","1970","Nebraska","31","Adams","001",,,,,,,,,"Adams",76304600
"G3100030","1970","Nebraska","31","Antelope","003",,,,,,,,,"Antelope",17609100
"G3100050","1970","Nebraska","31","Arthur","005",,,,,,,,,"Arthur",747550
"G3100070","1970","Nebraska","31","Banner","007",,,,,,,,,"Banner",3070250
"G3100090","1970","Nebraska","31","Blaine","009",,,,,,,,,"Blaine",1766100
"G3100110","1970","Nebraska","31","Boone","011",,,,,,,,,"Boone",16197150
"G3100130","1970","Nebraska","31","Box Butte","013",,,,,,,,,"Box Butte",21588050
"G3100150","1970","Nebraska","31","Boyd","015",,,,,,,,,"Boyd",5147450
"G3100170","1970","Nebraska","31","Brown","017",,,,,,,,,"Brown",7631750
"G3100190","1970","Nebraska","31","Buffalo","019",,,,,,,,,"Buffalo",65241500
"G3100210","1970","Nebraska","31","Burt","021",,,,,,,,,"Burt",21707050
"G3100230","1970","Nebraska","31","Butler","023",,,,,,,,,"Butler",20042400
"G3100250","1970","Nebraska","31","Cass","025",,,,,,,,,"Cass",41529550
"G3100270","1970","Nebraska","31","Cedar","027",,,,,,,,,"Cedar",17786250
"G3100290","1970","Nebraska","31","Chase","029",,,,,,,,,"Chase",8375800
"G3100310","1970","Nebraska","31","Cherry","031",,,,,,,,,"Cherry",16877300
"G3100330","1970","Nebraska","31","Cheyenne","033",,,,,,,,,"Cheyenne",22878800
"G3100350","1970","Nebraska","31","Clay","035",,,,,,,,,"Clay",17586350
"G3100370","1970","Nebraska","31","Colfax","037",,,,,,,,,"Colfax",20262600
"G3100390","1970","Nebraska","31","Cuming","039",,,,,,,,,"Cuming",24848500
"G3100410","1970","Nebraska","31","Custer","041",,,,,,,,,"Custer",32410850
"G3100430","1970","Nebraska","31","Dakota","043",,,,,"7720",,,,"Dakota",30846850
"G3100450","1970","Nebraska","31","Dawes","045",,,,,,,,,"Dawes",17809700
"G3100470","1970","Nebraska","31","Dawson","047",,,,,,,,,"Dawson",48576550
"G3100490","1970","Nebraska","31","Deuel","049",,,,,,,,,"Deuel",7362800
"G3100510","1970","Nebraska","31","Dixon","051",,,,,,,,,"Dixon",15485050
"G3100530","1970","Nebraska","31","Dodge","053",,,,,"7720",,,,"Dodge",88909650
"G3100550","1970","Nebraska","31","Douglas","055",,,,,"5920",,,,"Douglas",1125443000
"G3100570","1970","Nebraska","31","Dundy","057",,,,,,,,,"Dundy",7041400
"G3100590","1970","Nebraska","31","Fillmore","059",,,,,,,,,"Fillmore",19868500
"G3100610","1970","Nebraska","31","Franklin","061",,,,,,,,,"Franklin",9584300
"G3100630","1970","Nebraska","31","Frontier","063",,,,,,,,,"Frontier",7752150
"G3100650","1970","Nebraska","31","Furnas","065",,,,,,,,,"Furnas",14085250
"G3100670","1970","Nebraska","31","Gage","067",,,,,,,,,"Gage",54556750
"G3100690","1970","Nebraska","31","Garden","069",,,,,,,,,"Garden",5475500
"G3100710","1970","Nebraska","31","Garfield","071",,,,,,,,,"Garfield",5388900
"G3100730","1970","Nebraska","31","Gosper","073",,,,,,,,,"Gosper",4461900
"G3100750","1970","Nebraska","31","Grant","075",,,,,,,,,"Grant",2583950
"G3100770","1970","Nebraska","31","Greeley","077",,,,,,,,,"Greeley",7525000
"G3100790","1970","Nebraska","31","Hall","079",,,,,,,,,"Hall",110481850
"G3100810","1970","Nebraska","31","Hamilton","081",,,,,,,,,"Hamilton",19218250
"G3100830","1970","Nebraska","31","Harlan","083",,,,,,,,,"Harlan",9196400
"G3100850","1970","Nebraska","31","Hayes","085",,,,,,,,,"Hayes",2649200
"G3100870","1970","Nebraska","31","Hitchcock","087",,,,,,,,,"Hitchcock",8298050
"G3100890","1970","Nebraska","31","Holt","089",,,,,,,,,"Holt",23047550
"G3100910","1970","Nebraska","31","Hooker","091",,,,,,,,,"Hooker",2556750
"G3100930","1970","Nebraska","31","Howard","093",,,,,,,,,"Howard",12590800
"G3100950","1970","Nebraska","31","Jefferson","095",,,,,,,,,"Jefferson",22306850
"G3100970","1970","Nebraska","31","Johnson","097",,,,,,,,,"Johnson",11390600
"G3100990","1970","Nebraska","31","Kearney","099",,,,,,,,,"Kearney",16942750
"G3101010","1970","Nebraska","31","Keith","101",,,,,,,,,"Keith",21437950
"G3101030","1970","Nebraska","31","Keya Paha","103",,,,,,,,,"Keya Paha",1881750
"G3101050","1970","Nebraska","31","Kimball","105",,,,,,,,,"Kimball",17173600
"G3101070","1970","Nebraska","31","Knox","107",,,,,"5920",,,,"Knox",19172650
"G3101090","1970","Nebraska","31","Lancaster","109",,,,,"4360",,,,"Lancaster",454272850
"G3101110","1970","Nebraska","31","Lincoln","111",,,,,,,,,"Lincoln",69546700
"G3101130","1970","Nebraska","31","Logan","113",,,,,,,,,"Logan",2617900
"G3101150","1970","Nebraska","31","Loup","115",,,,,,,,,"Loup",2075900
"G3101170","1970","Nebraska","31","McPherson","117",,,,,,,,,"Mc Pherson",966650
"G3101190","1970","Nebraska","31","Madison","119",,,,,,,,,"Madison",64773600
"G3101210","1970","Nebraska","31","Merrick","121",,,,,,,,,"Merrick",18887550
"G3101230","1970","Nebraska","31","Morrill","123",,,,,,,,,"Morrill",10398600
"G3101250","1970","Nebraska","31","Nance","125",,,,,,,,,"Nance",9932850
"G3101270","1970","Nebraska","31","Nemaha","127",,,,,,,,,"Nemaha",21283900
"G3101290","1970","Nebraska","31","Nuckolls","129",,,,,,,,,"Nuckolls",14677450
"G3101310","1970","Nebraska","31","Otoe","131",,,,,,,,,"Otoe",35911450
"G3101330","1970","Nebraska","31","Pawnee","133",,,,,,,,,"Pawnee",8420050
"G3101350","1970","Nebraska","31","Perkins","135",,,,,,,,,"Perkins",9445950
"G3101370","1970","Nebraska","31","Phelps","137",,,,,,,,,"Phelps",26427300
"G3101390","1970","Nebraska","31","Pierce","139",,,,,,,,,"Pierce",15489750
"G3101410","1970","Nebraska","31","Platte","141",,,,,,,,,"Platte",64323100
"G3101430","1970","Nebraska","31","Polk","143",,,,,,,,,"Polk",15025350
"G3101450","1970","Nebraska","31","Red Willow","145",,,,,,,,,"Red Willow",28146450
"G3101470","1970","Nebraska","31","Richardson","147",,,,,,,,,"Richardson",26819700
"G3101490","1970","Nebraska","31","Rock","149",,,,,,,,,"Rock",4332450
"G3101510","1970","Nebraska","31","Saline","151",,,,,"4360",,,,"Saline",39205350
"G3101530","1970","Nebraska","31","Sarpy","153",,,,,"5920",,,,"Sarpy",161343550
"G3101550","1970","Nebraska","31","Saunders","155",,,,,,,,,"Saunders",37847000
"G3101570","1970","Nebraska","31","Scotts Bluff","157",,,,,,,,,"Scotts Bluff",82875100
"G3101590","1970","Nebraska","31","Seward","159",,,,,,,,,"Seward",32250500
"G3101610","1970","Nebraska","31","Sheridan","161",,,,,,,,,"Sheridan",16675800
"G3101630","1970","Nebraska","31","Sherman","163",,,,,,,,,"Sherman",8497100
"G3101650","1970","Nebraska","31","Sioux","165",,,,,,,,,"Sioux",3889900
"G3101670","1970","Nebraska","31","Stanton","167",,,,,,,,,"Stanton",11067750
"G3101690","1970","Nebraska","31","Thayer","169",,,,,,,,,"Thayer",15753700
"G3101710","1970","Nebraska","31","Thomas","171",,,,,,,,,"Thomas",1577000
"G3101730","1970","Nebraska","31","Thurston","173",,,,,,,,,"Thurston",11591300
"G3101750","1970","Nebraska","31","Valley","175",,,,,,,,,"Valley",11440150
"G3101770","1970","Nebraska","31","Washington","177",,,,,,,,,"Washington",31459450
"G3101790","1970","Nebraska","31","Wayne","179",,,,,,,,,"Wayne",18565350
"G3101810","1970","Nebraska","31","Webster","181",,,,,,,,,"Webster",10436350
"G3101830","1970","Nebraska","31","Wheeler","183",,,,,,,,,"Wheeler",1744450
"G3101850","1970","Nebraska","31","York","185",,,,,"5920",,,,"York",33106200
"G3200010","1970","Nevada","32","Churchill","001",,,,,,,,,"Churchill",25033800
"G3200030","1970","Nevada","32","Clark","003",,,,,"4120",,,,"Clark",818559100
"G3200050","1970","Nevada","32","Douglas","005",,,,,,,,,"Douglas",25069550
"G3200070","1970","Nevada","32","Elko","007",,,,,,,,,"Elko",36480700
"G3200090","1970","Nevada","32","Esmeralda","009",,,,,,,,,"Esmeralda",821950
"G3200110","1970","Nevada","32","Eureka","011",,,,,,,,,"Eureka",2259000
"G3200130","1970","Nevada","32","Humboldt","013",,,,,,,,,"Humboldt",16624400
"G3200150","1970","Nevada","32","Lander","015",,,,,,,,,"Lander",6140300
"G3200170","1970","Nevada","32","Lincoln","017",,,,,,,,,"Lincoln",5649400
"G3200190","1970","Nevada","32","Lyon","019",,,,,,,,,"Lyon",21945450
"G3200210","1970","Nevada","32","Mineral","021",,,,,,,,,"Mineral",19423400
"G3200230","1970","Nevada","32","Nye","023",,,,,,,,,"Nye",15658700
"G3200270","1970","Nevada","32","Pershing","027",,,,,,,,,"Pershing",6839100
"G3200290","1970","Nevada","32","Storey","029",,,,,"4120",,,,"Storey",2057800
"G3200310","1970","Nevada","32","Washoe","031",,,,,"6720",,,,"Washoe",396479700
"G3200330","1970","Nevada","32","White Pine","033",,,,,,,,,"White Pine",25632400
"G3205100","1970","Nevada","32","Carson City","510",,,,,"6720",,,,"Carson City City",49440700
"G3300010","1970","New Hampshire","33","Belknap","001",,,,,,,,,"Belknap",89496700
"G3300030","1970","New Hampshire","33","Carroll","003",,,,,,,,,"Carroll",45360100
"G3300050","1970","New Hampshire","33","Cheshire","005",,,,,,,,,"Cheshire",137296200
"G3300070","1970","New Hampshire","33","Coos","007",,,,,,,,,"Coos",77224800
"G3300090","1970","New Hampshire","33","Grafton","009",,,,,,,,,"Grafton",146881350
"G3300110","1970","New Hampshire","33","Hillsborough","011",,,,,,,,,"Hillsborough",621206650
"G3300130","1970","New Hampshire","33","Merrimack","013",,,,,,,,,"Merrimack",217715050
"G3300150","1970","New Hampshire","33","Rockingham","015",,,,,,,,,"Rockingham",383970700
"G3300170","1970","New Hampshire","33","Strafford","017",,,,,,,,,"Strafford",180531100
"G3300190","1970","New Hampshire","33","Sullivan","019",,,,,,,,,"Sullivan",81248300
"G3400010","1970","New Jersey","34","Atlantic","001",,,,,"0560",,,,"Atlantic",468485100
"G3400030","1970","New Jersey","34","Bergen","003",,,,"A","6040",,,,"Bergen",3804471400
"G3400050","1970","New Jersey","34","Burlington","005",,,,,"6160",,,,"Burlington",932817900
"G3400070","1970","New Jersey","34","Camden","007",,,,,"6160",,,,"Camden",1394855250
"G3400090","1970","New Jersey","34","Cape May","009",,,,,"6160",,,,"Cape May",161388500
"G3400110","1970","New Jersey","34","Cumberland","011",,,,,"8760",,,,"Cumberland",319669850
"G3400130","1970","New Jersey","34","Essex","013",,,,"A","5640",,,,"Essex",3037606550
"G3400150","1970","New Jersey","34","Gloucester","015",,,,,"6160",,,,"Gloucester",482763800
"G3400170","1970","New Jersey","34","Hudson","017",,,,"A","3640",,,,"Hudson",1687767900
"G3400190","1970","New Jersey","34","Hunterdon","019",,,,,"3640",,,,"Hunterdon",231044100
"G3400210","1970","New Jersey","34","Mercer","021",,,,,"8480",,,,"Mercer",978397350
"G3400230","1970","New Jersey","34","Middlesex","023",,,,"A",,,,,"Middlesex",1906356250
"G3400250","1970","New Jersey","34","Monmouth","025",,,,,"8480",,,,"Monmouth",1528592000
"G3400270","1970","New Jersey","34","Morris","027",,,,"A","5640",,,,"Morris",1469495850
"G3400290","1970","New Jersey","34","Ocean","029",,,,,"5640",,,,"Ocean",587726400
"G3400310","1970","New Jersey","34","Passaic","031",,,,"A","6040",,,,"Passaic",1490811650
"G3400330","1970","New Jersey","34","Salem","033",,,,,"9160",,,,"Salem",170241750
"G3400350","1970","New Jersey","34","Somerset","035",,,,"A",,,,,"Somerset",759671250
"G3400370","1970","New Jersey","34","Sussex","037",,,,,"9160",,,,"Sussex",235226050
"G3400390","1970","New Jersey","34","Union","039",,,,"A","5640",,,,"Union",2091551150
"G3400410","1970","New Jersey","34","Warren","041",,,,,"0240",,,,"Warren",212196850
"G3500010","1970","New Mexico","35","Bernalillo","001",,,,,"0200",,,,"Bernalillo",804578350
"G3500030","1970","New Mexico","35","Catron","003",,,,,,,,,"Catron",5469400
"G3500050","1970","New Mexico","35","Chaves","005",,,,,,,,,"Chaves",96494800
"G3500070","1970","New Mexico","35","Colfax","007",,,,,,,,,"Colfax",24145450
"G3500090","1970","New Mexico","35","Curry","009",,,,,,,,,"Curry",88910750
"G3500110","1970","New Mexico","35","De Baca","011",,,,,,,,,"De Baca",4637050
"G3500130","1970","New Mexico","35","Dona Ana","013",,,,,,,,,"Dona Ana",138313000
"G3500150","1970","New Mexico","35","Eddy","015",,,,,,,,,"Eddy",93247300
"G3500170","1970","New Mexico","35","Grant","017",,,,,,,,,"Grant",46948250
"G3500190","1970","New Mexico","35","Guadalupe","019",,,,,,,,,"Guadalupe",7317700
"G3500210","1970","New Mexico","35","Harding","021",,,,,,,,,"Harding",2493400
"G3500230","1970","New Mexico","35","Hidalgo","023",,,,,,,,,"Hidalgo",8389700
"G3500250","1970","New Mexico","35","Lea","025",,,,,,,,,"Lea",125658000
"G3500270","1970","New Mexico","35","Lincoln","027",,,,,,,,,"Lincoln",17597150
"G3500280","1970","New Mexico","35","Los Alamos","028",,,,,,,,,"Los Alamos",63515850
"G3500290","1970","New Mexico","35","Luna","029",,,,,,,,,"Luna",21948750
"G3500310","1970","New Mexico","35","McKinley","031",,,,,,,,,"Mc Kinley",66935850
"G3500330","1970","New Mexico","35","Mora","033",,,,,,,,,"Mora",4441500
"G3500350","1970","New Mexico","35","Otero","035",,,,,,,,,"Otero",89315000
"G3500370","1970","New Mexico","35","Quay","037",,,,,,,,,"Quay",22667450
"G3500390","1970","New Mexico","35","Rio Arriba","039",,,,,,,,,"Rio Arriba",35629000
"G3500410","1970","New Mexico","35","Roosevelt","041",,,,,,,,,"Roosevelt",32554450
"G3500430","1970","New Mexico","35","Sandoval","043",,,,,,,,,"Sandoval",25334500
"G3500450","1970","New Mexico","35","San Juan","045",,,,,,,,,"San Juan",107988350
"G3500470","1970","New Mexico","35","San Miguel","047",,,,,,,,,"San Miguel",28984250
"G3500490","1970","New Mexico","35","Santa Fe","049",,,,,,,,,"Santa Fe",119166450
"G3500510","1970","New Mexico","35","Sierra","051",,,,,,,,,"Sierra",12588450
"G3500530","1970","New Mexico","35","Socorro","053",,,,,,,,,"Socorro",14894850
"G3500550","1970","New Mexico","35","Taos","055",,,,,,,,,"Taos",27797050
"G3500570","1970","New Mexico","35","Torrance","057",,,,,,,,,"Torrance",8784800
"G3500590","1970","New Mexico","35","Union","059",,,,,,,,,"Union",9721750
"G3500610","1970","New Mexico","35","Valencia","061",,,,,"0200",,,,"Valencia",75094300
"G3600010","1970","New York","36","Albany","001",,,,,"0160",,,,"Albany",923939500
"G3600030","1970","New York","36","Allegany","003",,,,,"0160",,,,"Allegany",104010300
"G3600050","1970","New York","36","Bronx","005",,,,"A","5600",,,,"Bronx",3764080850
"G3600070","1970","New York","36","Broome","007",,,,,"0960",,,,"Broome",624596650
"G3600090","1970","New York","36","Cattaraugus","009",,,,,,,,,"Cattaraugus",187402350
"G3600110","1970","New York","36","Cayuga","011",,,,,,,,,"Cayuga",186897850
"G3600130","1970","New York","36","Chautauqua","013",,,,,,,,,"Chautauqua",368412600
"G3600150","1970","New York","36","Chemung","015",,,,,,,,,"Chemung",257623900
"G3600170","1970","New York","36","Chenango","017",,,,,,,,,"Chenango",115071200
"G3600190","1970","New York","36","Clinton","019",,,,,,,,,"Clinton",153901100
"G3600210","1970","New York","36","Columbia","021",,,,,,,,,"Columbia",139117600
"G3600230","1970","New York","36","Cortland","023",,,,,,,,,"Cortland",110160350
"G3600250","1970","New York","36","Delaware","025",,,,,,,,,"Delaware",110307250
"G3600270","1970","New York","36","Dutchess","027",,,,,"0960",,,,"Dutchess",650436900
"G3600290","1970","New York","36","Erie","029",,,,,"1280",,,,"Erie",3390931700
"G3600310","1970","New York","36","Essex","031",,,,,,,,,"Essex",80025250
"G3600330","1970","New York","36","Franklin","033",,,,,,,,,"Franklin",88033350
"G3600350","1970","New York","36","Fulton","035",,,,,,,,,"Fulton",131560450
"G3600370","1970","New York","36","Genesee","037",,,,,,,,,"Genesee",158659250
"G3600390","1970","New York","36","Greene","039",,,,,,,,,"Greene",81834700
"G3600410","1970","New York","36","Hamilton","041",,,,,,,,,"Hamilton",10042050
"G3600430","1970","New York","36","Herkimer","043",,,,,"8680",,,,"Herkimer",175113600
"G3600450","1970","New York","36","Jefferson","045",,,,,"8680",,,,"Jefferson",209039100
"G3600470","1970","New York","36","Kings","047",,,,"A","5600",,,,"Kings",6979567850
"G3600490","1970","New York","36","Lewis","049",,,,,"5600",,,,"Lewis",49709100
"G3600510","1970","New York","36","Livingston","051",,,,,"6840",,,,"Livingston",139982050
"G3600530","1970","New York","36","Madison","053",,,,,"8160",,,,"Madison",154405350
"G3600550","1970","New York","36","Monroe","055",,,,,"6840",,,,"Monroe",2409516800
"G3600570","1970","New York","36","Montgomery","057",,,,,"6840",,,,"Montgomery",144827350
"G3600590","1970","New York","36","Nassau","059",,,,"A","5600",,,,"Nassau",6340989950
"G3600610","1970","New York","36","New York","061",,,,"A","5600",,,,"New York",5120662850
"G3600630","1970","New York","36","Niagara","063",,,,,"1280",,,,"Niagara",667524500
"G3600650","1970","New York","36","Oneida","065",,,,,"8680",,,,"Oneida",716284200
"G3600670","1970","New York","36","Onondaga","067",,,,,"8160",,,,"Onondaga",1424212600
"G3600690","1970","New York","36","Ontario","069",,,,,,,,,"Ontario",214312050
"G3600710","1970","New York","36","Orange","071",,,,,"8160",,,,"Orange",603669450
"G3600730","1970","New York","36","Orleans","073",,,,,"6840",,,,"Orleans",102746800
"G3600750","1970","New York","36","Oswego","075",,,,,"8160",,,,"Oswego",238035800
"G3600770","1970","New York","36","Otsego","077",,,,,,,,,"Otsego",126316900
"G3600790","1970","New York","36","Putnam","079",,,,,"8160",,,,"Putnam",180789050
"G3600810","1970","New York","36","Queens","081",,,,"A","5600",,,,"Queens",7145915050
"G3600830","1970","New York","36","Rensselaer","083",,,,,"0160",,,,"Rensselaer",406288550
"G3600850","1970","New York","36","Richmond","085",,,,"A","5600",,,,"Richmond",952827400
"G3600870","1970","New York","36","Rockland","087",,,,"A","5600",,,,"Rockland",797835300
"G3600890","1970","New York","36","St Lawrence","089",,,,,"5600",,,,"St Lawrence",239560550
"G3600910","1970","New York","36","Saratoga","091",,,,,"0160",,,,"Saratoga",340011300
"G3600930","1970","New York","36","Schenectady","093",,,,,"0160",,,,"Schenectady",507967150
"G3600950","1970","New York","36","Schoharie","095",,,,,,,,,"Schoharie",56192500
"G3600970","1970","New York","36","Schuyler","097",,,,,,,,,"Schuyler",40000550
"G3600990","1970","New York","36","Seneca","099",,,,,,,,,"Seneca",82316800
"G3601010","1970","New York","36","Steuben","101",,,,,"0160",,,,"Steuben",243927600
"G3601030","1970","New York","36","Suffolk","103",,,,"A","5600",,,,"Suffolk",3561821700
"G3601050","1970","New York","36","Sullivan","105",,,,,"5600",,,,"Sullivan",132300100
"G3601070","1970","New York","36","Tioga","107",,,,,"0960",,,,"Tioga",122180500
"G3601090","1970","New York","36","Tompkins","109",,,,,,,,,"Tompkins",196992850
"G3601110","1970","New York","36","Ulster","111",,,,,,,,,"Ulster",380110350
"G3601130","1970","New York","36","Warren","113",,,,,,,,,"Warren",123911000
"G3601150","1970","New York","36","Washington","115",,,,,"0960",,,,"Washington",119022050
"G3601170","1970","New York","36","Wayne","117",,,,,"6840",,,,"Wayne",220565050
"G3601190","1970","New York","36","Westchester","119",,,,"A","5600",,,,"Westchester",4135764750
"G3601210","1970","New York","36","Wyoming","121",,,,,,,,,"Wyoming",90672450
"G3601230","1970","New York","36","Yates","123",,,,,"5600",,,,"Yates",48961500
"G3700010","1970","North Carolina","37","Alamance","001",,,,,,,,,"Alamance",263918650
"G3700030","1970","North Carolina","37","Alexander","003",,,,,,,,,"Alexander",44567300
"G3700050","1970","North Carolina","37","Alleghany","005",,,,,,,,,"Alleghany",15326650
"G3700070","1970","North Carolina","37","Anson","007",,,,,,,,,"Anson",38550600
"G3700090","1970","North Carolina","37","Ashe","009",,,,,,,,,"Ashe",32370600
"G3700110","1970","North Carolina","37","Avery","011",,,,,,,,,"Avery",20414200
"G3700130","1970","North Carolina","37","Beaufort","013",,,,,,,,,"Beaufort",69477050
"G3700150","1970","North Carolina","37","Bertie","015",,,,,,,,,"Bertie",29773350
"G3700170","1970","North Carolina","37","Bladen","017",,,,,,,,,"Bladen",40781250
"G3700190","1970","North Carolina","37","Brunswick","019",,,,,"9200",,,,"Brunswick",46288300
"G3700210","1970","North Carolina","37","Buncombe","021",,,,,"0480",,,,"Buncombe",345444650
"G3700230","1970","North Carolina","37","Burke","023",,,,,,,,,"Burke",144026750
"G3700250","1970","North Carolina","37","Cabarrus","025",,,,,,,,,"Cabarrus",193852650
"G3700270","1970","North Carolina","37","Caldwell","027",,,,,,,,,"Caldwell",127634350
"G3700290","1970","North Carolina","37","Camden","029",,,,,,,,,"Camden",9465900
"G3700310","1970","North Carolina","37","Carteret","031",,,,,,,,,"Carteret",69684700
"G3700330","1970","North Carolina","37","Caswell","033",,,,,,,,,"Caswell",34453950
"G3700350","1970","North Carolina","37","Catawba","035",,,,,,,,,"Catawba",248412700
"G3700370","1970","North Carolina","37","Chatham","037",,,,,,,,,"Chatham",62016950
"G3700390","1970","North Carolina","37","Cherokee","039",,,,,,,,,"Cherokee",29037450
"G3700410","1970","North Carolina","37","Chowan","041",,,,,,,,,"Chowan",20409100
"G3700430","1970","North Carolina","37","Clay","043",,,,,,,,,"Clay",7655450
"G3700450","1970","North Carolina","37","Cleveland","045",,,,,,,,,"Cleveland",163815050
"G3700470","1970","North Carolina","37","Columbus","047",,,,,,,,,"Columbus",80421600
"G3700490","1970","North Carolina","37","Craven","049",,,,,"0480",,,,"Craven",127275700
"G3700510","1970","North Carolina","37","Cumberland","051",,,,,"2560",,,,"Cumberland",376955200
"G3700530","1970","North Carolina","37","Currituck","053",,,,,,,,,"Currituck",13670100
"G3700550","1970","North Carolina","37","Dare","055",,,,,,,,,"Dare",15932650
"G3700570","1970","North Carolina","37","Davidson","057",,,,,,,,,"Davidson",242306250
"G3700590","1970","North Carolina","37","Davie","059",,,,,,,,,"Davie",43017600
"G3700610","1970","North Carolina","37","Duplin","061",,,,,"2560",,,,"Duplin",66728800
"G3700630","1970","North Carolina","37","Durham","063",,,,,"2280",,,,"Durham",334637950
"G3700650","1970","North Carolina","37","Edgecombe","065",,,,,"2280",,,,"Edgecombe",91659450
"G3700670","1970","North Carolina","37","Forsyth","067",,,,,"3120",,,,"Forsyth",601564600
"G3700690","1970","North Carolina","37","Franklin","069",,,,,,,,,"Franklin",48523700
"G3700710","1970","North Carolina","37","Gaston","071",,,,,,,,,"Gaston",382582750
"G3700730","1970","North Carolina","37","Gates","073",,,,,,,,,"Gates",14050550
"G3700750","1970","North Carolina","37","Graham","075",,,,,,,,,"Graham",10960850
"G3700770","1970","North Carolina","37","Granville","077",,,,,,,,,"Granville",52342950
"G3700790","1970","North Carolina","37","Greene","079",,,,,,,,,"Greene",23978200
"G3700810","1970","North Carolina","37","Guilford","081",,,,,"3120",,,,"Guilford",832071150
"G3700830","1970","North Carolina","37","Halifax","083",,,,,,,,,"Halifax",89623650
"G3700850","1970","North Carolina","37","Harnett","085",,,,,,,,,"Harnett",91834850
"G3700870","1970","North Carolina","37","Haywood","087",,,,,,,,,"Haywood",89355050
"G3700890","1970","North Carolina","37","Henderson","089",,,,,,,,,"Henderson",96015750
"G3700910","1970","North Carolina","37","Hertford","091",,,,,,,,,"Hertford",39058250
"G3700930","1970","North Carolina","37","Hoke","093",,,,,,,,,"Hoke",24966100
"G3700950","1970","North Carolina","37","Hyde","095",,,,,,,,,"Hyde",8419750
"G3700970","1970","North Carolina","37","Iredell","097",,,,,,,,,"Iredell",173417600
"G3700990","1970","North Carolina","37","Jackson","099",,,,,,,,,"Jackson",35842650
"G3701010","1970","North Carolina","37","Johnston","101",,,,,,,,,"Johnston",114406000
"G3701030","1970","North Carolina","37","Jones","103",,,,,,,,,"Jones",15172150
"G3701050","1970","North Carolina","37","Lee","105",,,,,,,,,"Lee",68091300
"G3701070","1970","North Carolina","37","Lenoir","107",,,,,,,,,"Lenoir",115207800
"G3701090","1970","North Carolina","37","Lincoln","109",,,,,,,,,"Lincoln",79980750
"G3701110","1970","North Carolina","37","McDowell","111",,,,,,,,,"Mc Dowell",63595050
"G3701130","1970","North Carolina","37","Macon","113",,,,,,,,,"Macon",27998850
"G3701150","1970","North Carolina","37","Madison","115",,,,,,,,,"Madison",24718950
"G3701170","1970","North Carolina","37","Martin","117",,,,,"3120",,,,"Martin",39646250
"G3701190","1970","North Carolina","37","Mecklenburg","119",,,,,"1520",,,,"Mecklenburg",1059998200
"G3701210","1970","North Carolina","37","Mitchell","121",,,,,,,,,"Mitchell",25067050
"G3701230","1970","North Carolina","37","Montgomery","123",,,,,,,,,"Montgomery",38148900
"G3701250","1970","North Carolina","37","Moore","125",,,,,,,,,"Moore",78175000
"G3701270","1970","North Carolina","37","Nash","127",,,,,"1520",,,,"Nash",116083650
"G3701290","1970","North Carolina","37","New Hanover","129",,,,,"9200",,,,"New Hanover",206049550
"G3701310","1970","North Carolina","37","Northampton","131",,,,,,,,,"Northampton",32955400
"G3701330","1970","North Carolina","37","Onslow","133",,,,,"9200",,,,"Onslow",154656800
"G3701350","1970","North Carolina","37","Orange","135",,,,,"2280",,,,"Orange",136997550
"G3701370","1970","North Carolina","37","Pamlico","137",,,,,,,,,"Pamlico",16124800
"G3701390","1970","North Carolina","37","Pasquotank","139",,,,,,,,,"Pasquotank",52510200
"G3701410","1970","North Carolina","37","Pender","141",,,,,,,,,"Pender",28364200
"G3701430","1970","North Carolina","37","Perquimans","143",,,,,,,,,"Perquimans",12684100
"G3701450","1970","North Carolina","37","Person","145",,,,,,,,,"Person",51287850
"G3701470","1970","North Carolina","37","Pitt","147",,,,,,,,,"Pitt",139987950
"G3701490","1970","North Carolina","37","Polk","149",,,,,"2280",,,,"Polk",24919150
"G3701510","1970","North Carolina","37","Randolph","151",,,,,"3120",,,,"Randolph",197974950
"G3701530","1970","North Carolina","37","Richmond","153",,,,,,,,,"Richmond",80664350
"G3701550","1970","North Carolina","37","Robeson","155",,,,,,,,,"Robeson",129313650
"G3701570","1970","North Carolina","37","Rockingham","157",,,,,,,,,"Rockingham",172324800
"G3701590","1970","North Carolina","37","Rowan","159",,,,,,,,,"Rowan",221368650
"G3701610","1970","North Carolina","37","Rutherford","161",,,,,,,,,"Rutherford",105642550
"G3701630","1970","North Carolina","37","Sampson","163",,,,,,,,,"Sampson",75400800
"G3701650","1970","North Carolina","37","Scotland","165",,,,,,,,,"Scotland",50266750
"G3701670","1970","North Carolina","37","Stanly","167",,,,,,,,,"Stanly",100595850
"G3701690","1970","North Carolina","37","Stokes","169",,,,,,,,,"Stokes",52921100
"G3701710","1970","North Carolina","37","Surry","171",,,,,,,,,"Surry",112814650
