GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AR5AA
G2100150,1970,Kentucky,21,210,Boone County,15,150,Boone,9282
G2100170,1970,Kentucky,21,210,Bourbon County,17,170,Bourbon,5927
G2100190,1970,Kentucky,21,210,Boyd County,19,190,Boyd,16608
G2100210,1970,Kentucky,21,210,Boyle County,21,210,Boyle,6822
G2100230,1970,Kentucky,21,210,Bracken County,23,230,Bracken,2339
G2100250,1970,Kentucky,21,210,Breathitt County,25,250,Breathitt,3799
G2100270,1970,Kentucky,21,210,Breckinridge County,27,270,Breckinridge,4617
G2100290,1970,Kentucky,21,210,Bullitt County,29,290,Bullitt,7215
G2100310,1970,Kentucky,21,210,Butler County,31,310,Butler,3083
G2100330,1970,Kentucky,21,210,Caldwell County,33,330,Caldwell,4553
G2100350,1970,Kentucky,21,210,Calloway County,35,350,Calloway,9102
G2100370,1970,Kentucky,21,210,Campbell County,37,370,Campbell,26945
G2100390,1970,Kentucky,21,210,Carlisle County,39,390,Carlisle,1913
G2100410,1970,Kentucky,21,210,Carroll County,41,410,Carroll,2755
G2100430,1970,Kentucky,21,210,Carter County,43,430,Carter,5876
G2100450,1970,Kentucky,21,210,Casey County,45,450,Casey,4060
G2100470,1970,Kentucky,21,210,Christian County,47,470,Christian,14860
G2100490,1970,Kentucky,21,210,Clark County,49,490,Clark,7646
G2100510,1970,Kentucky,21,210,Clay County,51,510,Clay,4779
G2100530,1970,Kentucky,21,210,Clinton County,53,530,Clinton,2565
G2100550,1970,Kentucky,21,210,Crittenden County,55,550,Crittenden,3022
G2100570,1970,Kentucky,21,210,Cumberland County,57,570,Cumberland,2208
G2100590,1970,Kentucky,21,210,Daviess County,59,590,Daviess,24012
G2100610,1970,Kentucky,21,210,Edmonson County,61,610,Edmonson,2720
G2100630,1970,Kentucky,21,210,Elliott County,63,630,Elliott,1646
G2100650,1970,Kentucky,21,210,Estill County,65,650,Estill,3923
G2100670,1970,Kentucky,21,210,Fayette County,67,670,Fayette,54507
G2100690,1970,Kentucky,21,210,Fleming County,69,690,Fleming,3680
G2100710,1970,Kentucky,21,210,Floyd County,71,710,Floyd,10329
G2100730,1970,Kentucky,21,210,Franklin County,73,730,Franklin,11044
G2100750,1970,Kentucky,21,210,Fulton County,75,750,Fulton,3480
G2100770,1970,Kentucky,21,210,Gallatin County,77,770,Gallatin,1310
G2100790,1970,Kentucky,21,210,Garrard County,79,790,Garrard,3175
G2100810,1970,Kentucky,21,210,Grant County,81,810,Grant,3270
G2100830,1970,Kentucky,21,210,Graves County,83,830,Graves,10824
G2100850,1970,Kentucky,21,210,Grayson County,85,850,Grayson,5193
G2100870,1970,Kentucky,21,210,Green County,87,870,Green,3434
G2100890,1970,Kentucky,21,210,Greenup County,89,890,Greenup,9666
G2100910,1970,Kentucky,21,210,Hancock County,91,910,Hancock,2111
G2100930,1970,Kentucky,21,210,Hardin County,93,930,Hardin,17050
G2100950,1970,Kentucky,21,210,Harlan County,95,950,Harlan,11168
G2100970,1970,Kentucky,21,210,Harrison County,97,970,Harrison,4707
G2100990,1970,Kentucky,21,210,Hart County,99,990,Hart,4490
G2101010,1970,Kentucky,21,210,Henderson County,101,1010,Henderson,11500
G2101030,1970,Kentucky,21,210,Henry County,103,1030,Henry,3628
G2101050,1970,Kentucky,21,210,Hickman County,105,1050,Hickman,2097
G2101070,1970,Kentucky,21,210,Hopkins County,107,1070,Hopkins,12552
G2101090,1970,Kentucky,21,210,Jackson County,109,1090,Jackson,2982
G2101110,1970,Kentucky,21,210,Jefferson County,111,1110,Jefferson,216160
G2101130,1970,Kentucky,21,210,Jessamine County,113,1130,Jessamine,5247
G2101150,1970,Kentucky,21,210,Johnson County,115,1150,Johnson,5423
G2101170,1970,Kentucky,21,210,Kenton County,117,1170,Kenton,40326
G2101190,1970,Kentucky,21,210,Knott County,119,1190,Knott,3859
G2101210,1970,Kentucky,21,210,Knox County,121,1210,Knox,6987
G2101230,1970,Kentucky,21,210,Larue County,123,1230,Larue,3334
G2101250,1970,Kentucky,21,210,Laurel County,125,1250,Laurel,8045
G2101270,1970,Kentucky,21,210,Lawrence County,127,1270,Lawrence,3293
G2101290,1970,Kentucky,21,210,Lee County,129,1290,Lee,2009
G2101310,1970,Kentucky,21,210,Leslie County,131,1310,Leslie,2973
G2101330,1970,Kentucky,21,210,Letcher County,133,1330,Letcher,6808
G2101350,1970,Kentucky,21,210,Lewis County,135,1350,Lewis,3612
G2101370,1970,Kentucky,21,210,Lincoln County,137,1370,Lincoln,5221
G2101390,1970,Kentucky,21,210,Livingston County,139,1390,Livingston,2642
G2101410,1970,Kentucky,21,210,Logan County,141,1410,Logan,7049
G2101430,1970,Kentucky,21,210,Lyon County,143,1430,Lyon,1645
G2101450,1970,Kentucky,21,210,McCracken County,145,1450,Mc Cracken,19887
G2101470,1970,Kentucky,21,210,McCreary County,147,1470,Mc Creary,3503
G2101490,1970,Kentucky,21,210,McLean County,149,1490,Mc Lean,3055
G2101510,1970,Kentucky,21,210,Madison County,151,1510,Madison,11924
G2101530,1970,Kentucky,21,210,Magoffin County,153,1530,Magoffin,2802
G2101550,1970,Kentucky,21,210,Marion County,155,1550,Marion,4379
G2101570,1970,Kentucky,21,210,Marshall County,157,1570,Marshall,6776
G2101590,1970,Kentucky,21,210,Martin County,159,1590,Martin,2435
G2101610,1970,Kentucky,21,210,Mason County,161,1610,Mason,5588
G2101630,1970,Kentucky,21,210,Meade County,163,1630,Meade,5335
G2101650,1970,Kentucky,21,210,Menifee County,165,1650,Menifee,1182
G2101670,1970,Kentucky,21,210,Mercer County,167,1670,Mercer,5333
G2101690,1970,Kentucky,21,210,Metcalfe County,169,1690,Metcalfe,2644
G2101710,1970,Kentucky,21,210,Monroe County,171,1710,Monroe,3776
G2101730,1970,Kentucky,21,210,Montgomery County,173,1730,Montgomery,4850
G2101750,1970,Kentucky,21,210,Morgan County,175,1750,Morgan,2953
G2101770,1970,Kentucky,21,210,Muhlenberg County,177,1770,Muhlenberg,8862
G2101790,1970,Kentucky,21,210,Nelson County,179,1790,Nelson,6218
G2101810,1970,Kentucky,21,210,Nicholas County,181,1810,Nicholas,2143
G2101830,1970,Kentucky,21,210,Ohio County,183,1830,Ohio,6103
G2101850,1970,Kentucky,21,210,Oldham County,185,1850,Oldham,3798
G2101870,1970,Kentucky,21,210,Owen County,187,1870,Owen,2564
G2101890,1970,Kentucky,21,210,Owsley County,189,1890,Owsley,1460
G2101910,1970,Kentucky,21,210,Pendleton County,191,1910,Pendleton,3099
G2101930,1970,Kentucky,21,210,Perry County,193,1930,Perry,7123
G2101950,1970,Kentucky,21,210,Pike County,195,1950,Pike,17335
G2101970,1970,Kentucky,21,210,Powell County,197,1970,Powell,2216
G2101990,1970,Kentucky,21,210,Pulaski County,199,1990,Pulaski,11254
G2102010,1970,Kentucky,21,210,Robertson County,201,2010,Robertson,730
G2102030,1970,Kentucky,21,210,Rockcastle County,203,2030,Rockcastle,3615
G2102050,1970,Kentucky,21,210,Rowan County,205,2050,Rowan,4120
G2102070,1970,Kentucky,21,210,Russell County,207,2070,Russell,3459
G2102090,1970,Kentucky,21,210,Scott County,209,2090,Scott,5418
G2102110,1970,Kentucky,21,210,Shelby County,211,2110,Shelby,5954
G2102130,1970,Kentucky,21,210,Simpson County,213,2130,Simpson,4189
G2102150,1970,Kentucky,21,210,Spencer County,215,2150,Spencer,1641
G2102170,1970,Kentucky,21,210,Taylor County,217,2170,Taylor,5386
G2102190,1970,Kentucky,21,210,Todd County,219,2190,Todd,3493
G2102210,1970,Kentucky,21,210,Trigg County,221,2210,Trigg,2710
G2102230,1970,Kentucky,21,210,Trimble County,223,2230,Trimble,1696
G2102250,1970,Kentucky,21,210,Union County,225,2250,Union,4455
G2102270,1970,Kentucky,21,210,Warren County,227,2270,Warren,17552
G2102290,1970,Kentucky,21,210,Washington County,229,2290,Washington,3120
G2102310,1970,Kentucky,21,210,Wayne County,231,2310,Wayne,4276
G2102330,1970,Kentucky,21,210,Webster County,233,2330,Webster,4631
G2102350,1970,Kentucky,21,210,Whitley County,235,2350,Whitley,7524
G2102370,1970,Kentucky,21,210,Wolfe County,237,2370,Wolfe,1644
G2102390,1970,Kentucky,21,210,Woodford County,239,2390,Woodford,4354
G2200010,1970,Louisiana,22,220,Acadia Parish,1,10,Acadia,14934
G2200030,1970,Louisiana,22,220,Allen Parish,3,30,Allen,6121
G2200050,1970,Louisiana,22,220,Ascension Parish,5,50,Ascension,10030
G2200070,1970,Louisiana,22,220,Assumption Parish,7,70,Assumption,4965
G2200090,1970,Louisiana,22,220,Avoyelles Parish,9,90,Avoyelles,11089
G2200110,1970,Louisiana,22,220,Beauregard Parish,11,110,Beauregard,6785
G2200130,1970,Louisiana,22,220,Bienville Parish,13,130,Bienville,4954
G2200150,1970,Louisiana,22,220,Bossier Parish,15,150,Bossier,18704
G2200170,1970,Louisiana,22,220,Caddo Parish,17,170,Caddo,72364
G2200190,1970,Louisiana,22,220,Calcasieu Parish,19,190,Calcasieu,42065
G2200210,1970,Louisiana,22,220,Caldwell Parish,21,210,Caldwell,2842
G2200230,1970,Louisiana,22,220,Cameron Parish,23,230,Cameron,2310
G2200250,1970,Louisiana,22,220,Catahoula Parish,25,250,Catahoula,3378
G2200270,1970,Louisiana,22,220,Claiborne Parish,27,270,Claiborne,5384
G2200290,1970,Louisiana,22,220,Concordia Parish,29,290,Concordia,6220
G2200310,1970,Louisiana,22,220,De Soto Parish,31,310,De Soto,7077
G2200330,1970,Louisiana,22,220,East Baton Rouge Parish,33,330,East Baton Rouge,81460
G2200350,1970,Louisiana,22,220,East Carroll Parish,35,350,East Carroll,3457
G2200370,1970,Louisiana,22,220,East Feliciana Parish,37,370,East Feliciana,3786
G2200390,1970,Louisiana,22,220,Evangeline Parish,39,390,Evangeline,9562
G2200410,1970,Louisiana,22,220,Franklin Parish,41,410,Franklin,6831
G2200430,1970,Louisiana,22,220,Grant Parish,43,430,Grant,4285
G2200450,1970,Louisiana,22,220,Iberia Parish,45,450,Iberia,15613
G2200470,1970,Louisiana,22,220,Iberville Parish,47,470,Iberville,8144
G2200490,1970,Louisiana,22,220,Jackson Parish,49,490,Jackson,5137
G2200510,1970,Louisiana,22,220,Jefferson Parish,51,510,Jefferson,95512
G2200530,1970,Louisiana,22,220,Jefferson Davis Parish,53,530,Jefferson Davis,8572
G2200550,1970,Louisiana,22,220,Lafayette Parish,55,550,Lafayette,29970
G2200570,1970,Louisiana,22,220,Lafourche Parish,57,570,Lafourche,18001
G2200590,1970,Louisiana,22,220,LaSalle Parish,59,590,La Salle,4282
G2200610,1970,Louisiana,22,220,Lincoln Parish,61,610,Lincoln,9134
G2200630,1970,Louisiana,22,220,Livingston Parish,63,630,Livingston,10365
G2200650,1970,Louisiana,22,220,Madison Parish,65,650,Madison,4326
G2200670,1970,Louisiana,22,220,Morehouse Parish,67,670,Morehouse,9473
G2200690,1970,Louisiana,22,220,Natchitoches Parish,69,690,Natchitoches,9967
G2200710,1970,Louisiana,22,220,Orleans Parish,71,710,Orleans,191363
G2200730,1970,Louisiana,22,220,Ouachita Parish,73,730,Ouachita,34485
G2200750,1970,Louisiana,22,220,Plaquemines Parish,75,750,Plaquemines,6533
G2200770,1970,Louisiana,22,220,Pointe Coupee Parish,77,770,Pointe Coupee,5845
G2200790,1970,Louisiana,22,220,Rapides Parish,79,790,Rapides,33837
G2200810,1970,Louisiana,22,220,Red River Parish,81,810,Red River,2828
G2200830,1970,Louisiana,22,220,Richland Parish,83,830,Richland,6223
G2200850,1970,Louisiana,22,220,Sabine Parish,85,850,Sabine,5762
G2200870,1970,Louisiana,22,220,St. Bernard Parish,87,870,St Bernard,13709
G2200890,1970,Louisiana,22,220,St. Charles Parish,89,890,St Charles,7591
G2200910,1970,Louisiana,22,220,St. Helena Parish,91,910,St Helena,2563
G2200930,1970,Louisiana,22,220,St. James Parish,93,930,St James,4624
G2200950,1970,Louisiana,22,220,St. John the Baptist Parish,95,950,St John The Baptist,5770
G2200970,1970,Louisiana,22,220,St. Landry Parish,97,970,St Landry,21887
G2200990,1970,Louisiana,22,220,St. Martin Parish,99,990,St Martin,8439
G2201010,1970,Louisiana,22,220,St. Mary Parish,101,1010,St Mary,16090
G2201030,1970,Louisiana,22,220,St. Tammany Parish,103,1030,St Tammany,17834
G2201050,1970,Louisiana,22,220,Tangipahoa Parish,105,1050,Tangipahoa,18485
G2201070,1970,Louisiana,22,220,Tensas Parish,107,1070,Tensas,2818
G2201090,1970,Louisiana,22,220,Terrebonne Parish,109,1090,Terrebonne,19594
G2201110,1970,Louisiana,22,220,Union Parish,111,1110,Union,5659
G2201130,1970,Louisiana,22,220,Vermilion Parish,113,1130,Vermilion,12752
G2201150,1970,Louisiana,22,220,Vernon Parish,115,1150,Vernon,9465
G2201170,1970,Louisiana,22,220,Washington Parish,117,1170,Washington,12931
G2201190,1970,Louisiana,22,220,Webster Parish,119,1190,Webster,12710
G2201210,1970,Louisiana,22,220,West Baton Rouge Parish,121,1210,West Baton Rouge,4403
G2201230,1970,Louisiana,22,220,West Carroll Parish,123,1230,West Carroll,3976
G2201250,1970,Louisiana,22,220,West Feliciana Parish,125,1250,West Feliciana,1572
G2201270,1970,Louisiana,22,220,Winn Parish,127,1270,Winn,5191
G2300010,1970,Maine,23,230,Androscoggin County,1,10,Androscoggin,28539
G2300030,1970,Maine,23,230,Aroostook County,3,30,Aroostook,25299
G2300050,1970,Maine,23,230,Cumberland County,5,50,Cumberland,60363
G2300070,1970,Maine,23,230,Franklin County,7,70,Franklin,6643
G2300090,1970,Maine,23,230,Hancock County,9,90,Hancock,11334
G2300110,1970,Maine,23,230,Kennebec County,11,110,Kennebec,28476
G2300130,1970,Maine,23,230,Knox County,13,130,Knox,9682
G2300150,1970,Maine,23,230,Lincoln County,15,150,Lincoln,6825
G2300170,1970,Maine,23,230,Oxford County,17,170,Oxford,13424
G2300190,1970,Maine,23,230,Penobscot County,19,190,Penobscot,36205
G2300210,1970,Maine,23,230,Piscataquis County,21,210,Piscataquis,5243
G2300230,1970,Maine,23,230,Sagadahoc County,23,230,Sagadahoc,7437
G2300250,1970,Maine,23,230,Somerset County,25,250,Somerset,12438
G2300270,1970,Maine,23,230,Waldo County,27,270,Waldo,7117
G2300290,1970,Maine,23,230,Washington County,29,290,Washington,9468
G2300310,1970,Maine,23,230,York County,31,310,York,34430
G2400010,1970,Maryland,24,240,Allegany County,1,10,Allegany,27901
G2400030,1970,Maryland,24,240,Anne Arundel County,3,30,Anne Arundel,81136
G2400050,1970,Maryland,24,240,Baltimore County,5,50,Baltimore,184850
G2400090,1970,Maryland,24,240,Calvert County,9,90,Calvert,5525
G2400110,1970,Maryland,24,240,Caroline County,11,110,Caroline,6382
G2400130,1970,Maryland,24,240,Carroll County,13,130,Carroll,19623
G2400150,1970,Maryland,24,240,Cecil County,15,150,Cecil,14242
G2400170,1970,Maryland,24,240,Charles County,17,170,Charles,12067
G2400190,1970,Maryland,24,240,Dorchester County,19,190,Dorchester,9732
G2400210,1970,Maryland,24,240,Frederick County,21,210,Frederick,24869
G2400230,1970,Maryland,24,240,Garrett County,23,230,Garrett,6321
G2400250,1970,Maryland,24,240,Harford County,25,250,Harford,32031
G2400270,1970,Maryland,24,240,Howard County,27,270,Howard,16880
G2400290,1970,Maryland,24,240,Kent County,29,290,Kent,5103
G2400310,1970,Maryland,24,240,Montgomery County,31,310,Montgomery,156674
G2400330,1970,Maryland,24,240,Prince George's County,33,330,Prince Georges,192962
G2400350,1970,Maryland,24,240,Queen Anne's County,35,350,Queen Annes,5807
G2400370,1970,Maryland,24,240,St. Mary's County,37,370,St Marys,12058
G2400390,1970,Maryland,24,240,Somerset County,39,390,Somerset,5963
G2400410,1970,Maryland,24,240,Talbot County,41,410,Talbot,7976
G2400430,1970,Maryland,24,240,Washington County,43,430,Washington,32566
G2400450,1970,Maryland,24,240,Wicomico County,45,450,Wicomico,17183
G2400470,1970,Maryland,24,240,Worcester County,47,470,Worcester,7873
G2405100,1970,Maryland,24,240,Baltimore city,510,5100,Baltimore City,289349
G2500010,1970,Massachusetts,25,250,Barnstable County,1,10,Barnstable,32936
G2500030,1970,Massachusetts,25,250,Berkshire County,3,30,Berkshire,46969
G2500050,1970,Massachusetts,25,250,Bristol County,5,50,Bristol,141549
G2500070,1970,Massachusetts,25,250,Dukes County,7,70,Dukes,2296
G2500090,1970,Massachusetts,25,250,Essex County,9,90,Essex,201598
G2500110,1970,Massachusetts,25,250,Franklin County,11,110,Franklin,19535
G2500130,1970,Massachusetts,25,250,Hampden County,13,130,Hampden,144163
G2500150,1970,Massachusetts,25,250,Hampshire County,15,150,Hampshire,33819
G2500170,1970,Massachusetts,25,250,Middlesex County,17,170,Middlesex,419596
G2500190,1970,Massachusetts,25,250,Nantucket County,19,190,Nantucket,1333
G2500210,1970,Massachusetts,25,250,Norfolk County,21,210,Norfolk,177083
G2500230,1970,Massachusetts,25,250,Plymouth County,23,230,Plymouth,97002
G2500250,1970,Massachusetts,25,250,Suffolk County,25,250,Suffolk,247969
G2500270,1970,Massachusetts,25,250,Worcester County,27,270,Worcester,193844
G2600010,1970,Michigan,26,260,Alcona County,1,10,Alcona,2394
G2600030,1970,Michigan,26,260,Alger County,3,30,Alger,2595
G2600050,1970,Michigan,26,260,Allegan County,5,50,Allegan,19494
G2600070,1970,Michigan,26,260,Alpena County,7,70,Alpena,8771
G2600090,1970,Michigan,26,260,Antrim County,9,90,Antrim,3928
G2600110,1970,Michigan,26,260,Arenac County,11,110,Arenac,3407
G2600130,1970,Michigan,26,260,Baraga County,13,130,Baraga,2372
G2600150,1970,Michigan,26,260,Barry County,15,150,Barry,11480
G2600170,1970,Michigan,26,260,Bay County,17,170,Bay,34571
G2600190,1970,Michigan,26,260,Benzie County,19,190,Benzie,2796
G2600210,1970,Michigan,26,260,Berrien County,21,210,Berrien,50758
G2600230,1970,Michigan,26,260,Branch County,23,230,Branch,11208
G2600250,1970,Michigan,26,260,Calhoun County,25,250,Calhoun,44422
G2600270,1970,Michigan,26,260,Cass County,27,270,Cass,13357
G2600290,1970,Michigan,26,260,Charlevoix County,29,290,Charlevoix,5002
G2600310,1970,Michigan,26,260,Cheboygan County,31,310,Cheboygan,4944
G2600330,1970,Michigan,26,260,Chippewa County,33,330,Chippewa,9296
G2600350,1970,Michigan,26,260,Clare County,35,350,Clare,5345
G2600370,1970,Michigan,26,260,Clinton County,37,370,Clinton,13605
G2600390,1970,Michigan,26,260,Crawford County,39,390,Crawford,1976
G2600410,1970,Michigan,26,260,Delta County,41,410,Delta,10816
G2600430,1970,Michigan,26,260,Dickinson County,43,430,Dickinson,7855
G2600450,1970,Michigan,26,260,Eaton County,45,450,Eaton,19878
G2600470,1970,Michigan,26,260,Emmet County,47,470,Emmet,5499
G2600490,1970,Michigan,26,260,Genesee County,49,490,Genesee,129747
G2600510,1970,Michigan,26,260,Gladwin County,51,510,Gladwin,4211
G2600530,1970,Michigan,26,260,Gogebic County,53,530,Gogebic,7129
G2600550,1970,Michigan,26,260,Grand Traverse County,55,550,Grand Traverse,11429
G2600570,1970,Michigan,26,260,Gratiot County,57,570,Gratiot,11332
G2600590,1970,Michigan,26,260,Hillsdale County,59,590,Hillsdale,11408
G2600610,1970,Michigan,26,260,Houghton County,61,610,Houghton,11062
G2600630,1970,Michigan,26,260,Huron County,63,630,Huron,10325
G2600650,1970,Michigan,26,260,Ingham County,65,650,Ingham,77042
G2600670,1970,Michigan,26,260,Ionia County,67,670,Ionia,12809
G2600690,1970,Michigan,26,260,Iosco County,69,690,Iosco,7327
G2600710,1970,Michigan,26,260,Iron County,71,710,Iron,4930
G2600730,1970,Michigan,26,260,Isabella County,73,730,Isabella,11190
G2600750,1970,Michigan,26,260,Jackson County,75,750,Jackson,42261
G2600770,1970,Michigan,26,260,Kalamazoo County,77,770,Kalamazoo,59406
G2600790,1970,Michigan,26,260,Kalkaska County,79,790,Kalkaska,1745
G2600810,1970,Michigan,26,260,Kent County,81,810,Kent,123826
G2600830,1970,Michigan,26,260,Keweenaw County,83,830,Keweenaw,786
G2600850,1970,Michigan,26,260,Lake County,85,850,Lake,1981
G2600870,1970,Michigan,26,260,Lapeer County,87,870,Lapeer,13835
G2600890,1970,Michigan,26,260,Leelanau County,89,890,Leelanau,3326
G2600910,1970,Michigan,26,260,Lenawee County,91,910,Lenawee,24239
G2600930,1970,Michigan,26,260,Livingston County,93,930,Livingston,16886
G2600950,1970,Michigan,26,260,Luce County,95,950,Luce,1746
G2600970,1970,Michigan,26,260,Mackinac County,97,970,Mackinac,2943
G2600990,1970,Michigan,26,260,Macomb County,99,990,Macomb,171578
G2601010,1970,Michigan,26,260,Manistee County,101,1010,Manistee,6471
G2601030,1970,Michigan,26,260,Marquette County,103,1030,Marquette,18184
G2601050,1970,Michigan,26,260,Mason County,105,1050,Mason,7275
G2601070,1970,Michigan,26,260,Mecosta County,107,1070,Mecosta,7791
G2601090,1970,Michigan,26,260,Menominee County,109,1090,Menominee,7646
G2601110,1970,Michigan,26,260,Midland County,111,1110,Midland,18013
G2601130,1970,Michigan,26,260,Missaukee County,113,1130,Missaukee,2216
G2601150,1970,Michigan,26,260,Monroe County,115,1150,Monroe,33202
G2601170,1970,Michigan,26,260,Montcalm County,117,1170,Montcalm,12395
G2601190,1970,Michigan,26,260,Montmorency County,119,1190,Montmorency,1782
G2601210,1970,Michigan,26,260,Muskegon County,121,1210,Muskegon,47031
G2601230,1970,Michigan,26,260,Newaygo County,123,1230,Newaygo,8446
G2601250,1970,Michigan,26,260,Oakland County,125,1250,Oakland,264566
G2601270,1970,Michigan,26,260,Oceana County,127,1270,Oceana,5439
G2601290,1970,Michigan,26,260,Ogemaw County,129,1290,Ogemaw,3846
G2601310,1970,Michigan,26,260,Ontonagon County,131,1310,Ontonagon,3230
G2601330,1970,Michigan,26,260,Osceola County,133,1330,Osceola,4602
G2601350,1970,Michigan,26,260,Oscoda County,135,1350,Oscoda,1596
G2601370,1970,Michigan,26,260,Otsego County,137,1370,Otsego,3025
G2601390,1970,Michigan,26,260,Ottawa County,139,1390,Ottawa,35934
G2601410,1970,Michigan,26,260,Presque Isle County,141,1410,Presque Isle,3833
G2601430,1970,Michigan,26,260,Roscommon County,143,1430,Roscommon,3587
G2601450,1970,Michigan,26,260,Saginaw County,145,1450,Saginaw,63143
G2601470,1970,Michigan,26,260,St. Clair County,147,1470,St Clair,36416
G2601490,1970,Michigan,26,260,St. Joseph County,149,1490,St Joseph,15201
G2601510,1970,Michigan,26,260,Sanilac County,151,1510,Sanilac,10551
G2601530,1970,Michigan,26,260,Schoolcraft County,153,1530,Schoolcraft,2565
G2601550,1970,Michigan,26,260,Shiawassee County,155,1550,Shiawassee,18581
G2601570,1970,Michigan,26,260,Tuscola County,157,1570,Tuscola,13709
G2601590,1970,Michigan,26,260,Van Buren County,159,1590,Van Buren,17262
G2601610,1970,Michigan,26,260,Washtenaw County,161,1610,Washtenaw,68578
G2601630,1970,Michigan,26,260,Wayne County,163,1630,Wayne,830441
G2601650,1970,Michigan,26,260,Wexford County,165,1650,Wexford,6234
G2700010,1970,Minnesota,27,270,Aitkin County,1,10,Aitkin,3877
G2700030,1970,Minnesota,27,270,Anoka County,3,30,Anoka,39657
G2700050,1970,Minnesota,27,270,Becker County,5,50,Becker,7365
G2700070,1970,Minnesota,27,270,Beltrami County,7,70,Beltrami,7473
G2700090,1970,Minnesota,27,270,Benton County,9,90,Benton,5652
G2700110,1970,Minnesota,27,270,Big Stone County,11,110,Big Stone,2537
G2700130,1970,Minnesota,27,270,Blue Earth County,13,130,Blue Earth,14991
G2700150,1970,Minnesota,27,270,Brown County,15,150,Brown,8742
G2700170,1970,Minnesota,27,270,Carlton County,17,170,Carlton,8113
G2700190,1970,Minnesota,27,270,Carver County,19,190,Carver,7937
G2700210,1970,Minnesota,27,270,Cass County,21,210,Cass,5453
G2700230,1970,Minnesota,27,270,Chippewa County,23,230,Chippewa,4898
G2700250,1970,Minnesota,27,270,Chisago County,25,250,Chisago,5197
G2700270,1970,Minnesota,27,270,Clay County,27,270,Clay,12927
G2700290,1970,Minnesota,27,270,Clearwater County,29,290,Clearwater,2517
G2700310,1970,Minnesota,27,270,Cook County,31,310,Cook,1174
G2700330,1970,Minnesota,27,270,Cottonwood County,33,330,Cottonwood,4813
G2700350,1970,Minnesota,27,270,Crow Wing County,35,350,Crow Wing,10974
G2700370,1970,Minnesota,27,270,Dakota County,37,370,Dakota,37544
G2700390,1970,Minnesota,27,270,Dodge County,39,390,Dodge,3874
G2700410,1970,Minnesota,27,270,Douglas County,41,410,Douglas,7172
G2700430,1970,Minnesota,27,270,Faribault County,43,430,Faribault,6713
G2700450,1970,Minnesota,27,270,Fillmore County,45,450,Fillmore,6984
G2700470,1970,Minnesota,27,270,Freeborn County,47,470,Freeborn,11729
G2700490,1970,Minnesota,27,270,Goodhue County,49,490,Goodhue,10814
G2700510,1970,Minnesota,27,270,Grant County,51,510,Grant,2420
G2700530,1970,Minnesota,27,270,Hennepin County,53,530,Hennepin,309708
G2700550,1970,Minnesota,27,270,Houston County,55,550,Houston,5065
G2700570,1970,Minnesota,27,270,Hubbard County,57,570,Hubbard,3409
G2700590,1970,Minnesota,27,270,Isanti County,59,590,Isanti,4597
G2700610,1970,Minnesota,27,270,Itasca County,61,610,Itasca,10749
G2700630,1970,Minnesota,27,270,Jackson County,63,630,Jackson,4549
G2700650,1970,Minnesota,27,270,Kanabec County,65,650,Kanabec,3047
G2700670,1970,Minnesota,27,270,Kandiyohi County,67,670,Kandiyohi,9272
G2700690,1970,Minnesota,27,270,Kittson County,69,690,Kittson,2249
G2700710,1970,Minnesota,27,270,Koochiching County,71,710,Koochiching,5215
G2700730,1970,Minnesota,27,270,Lac qui Parle County,73,730,Lac Qui Parle,3615
G2700750,1970,Minnesota,27,270,Lake County,75,750,Lake,3952
G2700770,1970,Minnesota,27,270,Lake of the Woods County,77,770,Lake Of The Woods,1239
G2700790,1970,Minnesota,27,270,Le Sueur County,79,790,Le Sueur,6507
G2700810,1970,Minnesota,27,270,Lincoln County,81,810,Lincoln,2579
G2700830,1970,Minnesota,27,270,Lyon County,83,830,Lyon,7037
G2700850,1970,Minnesota,27,270,McLeod County,85,850,Mc Leod,8530
G2700870,1970,Minnesota,27,270,Mahnomen County,87,870,Mahnomen,1592
G2700890,1970,Minnesota,27,270,Marshall County,89,890,Marshall,3958
G2700910,1970,Minnesota,27,270,Martin County,91,910,Martin,8015
G2700930,1970,Minnesota,27,270,Meeker County,93,930,Meeker,5792
G2700950,1970,Minnesota,27,270,Mille Lacs County,95,950,Mille Lacs,4885
G2700970,1970,Minnesota,27,270,Morrison County,97,970,Morrison,7441
G2700990,1970,Minnesota,27,270,Mower County,99,990,Mower,13417
G2701010,1970,Minnesota,27,270,Murray County,101,1010,Murray,3718
G2701030,1970,Minnesota,27,270,Nicollet County,103,1030,Nicollet,6655
G2701050,1970,Minnesota,27,270,Nobles County,105,1050,Nobles,7025
G2701070,1970,Minnesota,27,270,Norman County,107,1070,Norman,3298
G2701090,1970,Minnesota,27,270,Olmsted County,109,1090,Olmsted,25202
G2701110,1970,Minnesota,27,270,Otter Tail County,111,1110,Otter Tail,14428
G2701130,1970,Minnesota,27,270,Pennington County,113,1130,Pennington,4164
G2701150,1970,Minnesota,27,270,Pine County,115,1150,Pine,5169
G2701170,1970,Minnesota,27,270,Pipestone County,117,1170,Pipestone,4062
G2701190,1970,Minnesota,27,270,Polk County,119,1190,Polk,10502
G2701210,1970,Minnesota,27,270,Pope County,121,1210,Pope,3519
G2701230,1970,Minnesota,27,270,Ramsey County,123,1230,Ramsey,148938
